,Episode,Mean,Stddev
466, 466.00000, 449.80000,  46.09946
467, 467.00000, 318.30000,  13.11526
468, 468.00000, 374.70000, 132.47117
469, 469.00000, 461.40000,  86.85643
470, 470.00000, 309.90000,  40.19813
471, 471.00000, 278.20000, 114.97808
472, 472.00000, 153.50000,  14.20739
473, 473.00000, 153.40000,  11.07429
474, 474.00000, 243.20000,  18.46510
475, 475.00000, 488.90000,  33.30000
476, 476.00000, 276.10000, 144.43507
477, 477.00000, 134.30000,   7.18401
478, 478.00000, 132.00000,   6.04979
479, 479.00000, 458.70000,  80.16489
480, 480.00000, 145.40000,  15.54477
481, 481.00000, 177.90000,   5.35630
482, 482.00000, 176.60000,  77.00805
483, 483.00000, 500.00000,   0.00000
484, 484.00000, 243.50000,  55.99330
485, 485.00000, 160.50000,  16.44536
486, 486.00000, 488.10000,  17.82386
487, 487.00000, 172.50000,  18.33712
488, 488.00000, 116.80000,   3.57211
489, 489.00000, 144.70000,   4.53982
490, 490.00000, 221.20000,  46.84400
491, 491.00000, 348.40000,  80.52230
492, 492.00000, 153.80000,  15.73404
493, 493.00000, 183.40000,   8.68562
494, 494.00000, 124.90000,   9.34291
495, 495.00000, 301.10000, 142.90448
496, 496.00000, 399.10000,  71.93254
497, 497.00000, 166.20000,  16.78571
498, 498.00000, 347.80000, 134.33600
499, 499.00000, 143.80000,   4.53431
